2db7345d-f170-4d0f-aa00-e2f04e790599;Aymane;aymane;[{"puuid":"_cJtMW4M74AACwYW4m0E-9GsmdC_RvEXSrtmAYiQmTOwaIN44xhqPLSn9CpvsSsVwtuPWqBh-T4fiA","gameName":"Azgar","tagLine":"IDK","summonerLevel":257,"tier":"EMERALD","rank":"I","leaguePoints":52},{"puuid":"Euni0Ii9T2u2axPndKXwHl0BhrG6HWhcfkeg8YiOK_Kq0OWmSF2erEOMszC3SEc9QoZIUMqkiSiS4Q","gameName":"Pali Pali","tagLine":"0001","summonerLevel":523,"tier":"EMERALD","rank":"I","leaguePoints":52},{"puuid":"i06Ulv13adSC_PR-Dgt3OaL6i02vFQf97tmqoAsZQLgyuAT4nJoNzrPWa05XOJIZLrMuC2CbyRAoyg","gameName":"twitch r0od3x","tagLine":"2005","summonerLevel":276,"tier":"BRONZE","rank":"IV","leaguePoints":0}]
d17749e4-39b7-4b55-bd46-bcec09a37efd;hamid;hamid;[]
